station_id,mean_temperature,continent
1750,30.035409176794914,Europa
9702,30.083185107180462,Africa
6553,27.489973347609705,Asia
3823,40.37325820894213,Europa
4481,-2.175057840608503,Africa
5069,21.538054711994047,Asia
3112,22.81352024069263,NorthAmerica
3420,42.26115317683088,Europa
3986,1.7217807109882122,Australia
1053,41.49272475995556,Europa
5938,-0.8997685065428653,Europa
9443,8.789858159788555,Asia
4994,20.781995859163004,SouthAmerica
7784,38.237973394511485,Europa
2548,39.35626748842522,SouthAmerica
7216,18.153478039157164,NorthAmerica
1761,14.150725535357065,Australia
9501,3.7190738065676623,SouthAmerica
3791,18.1479597011563,NorthAmerica
6218,14.819602941832876,Asia
8886,25.719773923261883,Asia
7575,28.57657616577484,Africa
8362,9.355782189445849,NorthAmerica
6341,19.871711637179683,NorthAmerica
7258,37.079667304541964,SouthAmerica
2388,15.532247757028827,Africa
4184,36.41591608537244,Europa
6688,15.897741248574619,Europa
5377,-3.393076974562393,Europa
5908,28.769785784201474,Europa
6860,6.471230988618885,NorthAmerica
4893,41.45696057366994,Australia
5148,29.362175340671932,SouthAmerica
5013,44.47043957397143,SouthAmerica
7401,28.386704851774766,Europa
1854,-0.7899576455397366,Asia
4497,10.952502018556325,SouthAmerica
7803,11.077160682297357,Europa
5224,9.98225023730173,Africa
7107,37.37191654535184,Africa
5738,18.922594147743066,NorthAmerica
1051,38.23503278375897,NorthAmerica
6856,2.571197623813891,Australia
7577,10.952286312865082,Europa
4370,10.123737045685381,Asia
9159,44.464904314932376,Africa
3170,14.412098476330204,Asia
2462,-4.738185726731715,Australia
6831,-0.7405166838128041,NorthAmerica
9450,41.24345589293864,NorthAmerica
1960,44.8485913617566,Asia
9784,14.356519614812683,Africa
5561,0.15606016971242287,Australia
7464,38.373283804838216,NorthAmerica
2580,38.7258962435357,Asia
9560,25.032037154189556,Africa
7707,9.501138464533609,SouthAmerica
6805,14.319201053965319,SouthAmerica
2131,1.5663525542338173,Europa
1245,17.70385270046783,NorthAmerica
3051,25.857443656492535,Asia
2952,9.54660271335314,Europa
9448,34.861344986123896,NorthAmerica
6885,19.816208017523643,Europa
6889,42.40567494522755,NorthAmerica
9555,-4.100218180438793,Australia
6018,26.907610934431887,SouthAmerica
3959,34.61815375472762,SouthAmerica
2575,-2.4963339853512743,NorthAmerica
6843,2.9767606207648996,Asia
7309,2.930770334358506,SouthAmerica
3964,28.8156658720643,Africa
8166,12.882932938188095,Asia
4449,2.8168269653675573,SouthAmerica
3478,20.342475249338626,Africa
2356,17.209297211416008,SouthAmerica
7098,14.007598191325553,Asia
9241,0.2697035648769539,SouthAmerica
8297,1.0091709395734103,NorthAmerica
7541,9.945251898727513,SouthAmerica
5546,-0.7927872685033046,Africa
8192,43.436735292138515,Africa
3062,30.130072390922578,Asia
8422,4.233403875260372,Africa
8503,31.343001182022462,NorthAmerica
1724,38.776104013515855,Asia
5891,39.69625424230102,Europa
7917,29.431761576162096,SouthAmerica
2245,9.798978603699142,Asia
7468,25.110185192074425,Africa
8219,28.819202678642306,Australia
2933,42.64088184257142,SouthAmerica
1831,44.81889739868625,NorthAmerica
1210,17.518055446474055,Africa
3992,41.86229507226619,Europa
6040,-1.7493658555177047,Europa
2739,10.593172207784217,Asia
2428,37.703619512286004,Asia
6013,43.300793616207,Australia
2978,42.15325552931675,NorthAmerica
1712,44.521112612181184,Europa
8054,2.061319365711144,NorthAmerica
5736,42.34170772335018,Australia
6452,31.553842169349323,Asia
4557,-1.8774215359418545,SouthAmerica
1186,0.4216915556009546,SouthAmerica
4738,32.17700878354881,SouthAmerica
7607,-1.4834839312239678,Australia
6491,0.5380656477135304,Africa
9993,19.22891017411902,Africa
5012,44.782463794776056,Africa
6603,7.219780209510839,Europa
7697,24.726516559770033,Asia
9995,44.97697262298305,Europa
9135,10.254808977123101,NorthAmerica
1185,2.4297024894216186,NorthAmerica
5126,9.164629372111381,SouthAmerica
5686,44.66998601997174,Europa
3015,38.71617532448641,SouthAmerica
5122,4.69449225955929,Australia
5280,26.77201812190879,Australia
4548,1.9747083474030358,NorthAmerica
6440,29.00419834382984,Europa
4046,1.2812346402884298,Europa
4844,4.751212635688811,Australia
4344,27.781350530815693,Europa
7243,41.11332721964938,Europa
3796,32.02418230374978,Europa
9131,42.82420318276884,Asia
8410,31.86766347330979,Australia
5179,38.412133236893304,NorthAmerica
7837,13.993326211834667,Asia
2816,39.79223518114972,NorthAmerica
6261,27.285562969541914,SouthAmerica
4769,24.537517742485562,Europa
9699,12.786249194996216,Europa
4237,38.20817350306987,Asia
7071,43.8465392560943,Europa
5158,21.969749230528866,Europa
1210,1.2158734042086383,Australia
9222,-4.375958614641674,Australia
3065,-2.777554433843311,NorthAmerica
4067,13.688061639586916,Australia
5946,20.616521251224395,Asia
1308,11.533953691715418,Africa
9818,9.449418238536849,SouthAmerica
2460,2.4684354382484113,Europa
5835,30.5525485658128,Europa
8899,6.623281940886731,Australia
6500,11.520980357979209,SouthAmerica
1089,17.669894486421516,Europa
3894,28.590904362743466,NorthAmerica
2517,26.9561581143233,NorthAmerica
3025,14.01882814187693,NorthAmerica
9198,15.07576481558354,SouthAmerica
1477,34.08453805405042,Asia
7505,14.196704160318923,Africa
6095,8.623945576899143,Australia
1261,33.67067130705462,Asia
1095,33.12715199577307,NorthAmerica
9226,29.208215125896537,Australia
8358,9.860117081604972,Africa
2996,-2.510971388115414,SouthAmerica
7489,29.10836992853863,Australia
4198,-2.781844163087661,SouthAmerica
7731,3.9319051088899872,Australia
2754,35.46072218440603,Australia
3941,20.133697209339033,Europa
1093,26.717089464807625,Europa
6116,-0.3522657212960816,Australia
4845,10.133182215352669,Africa
6903,42.64400143869356,Europa
6725,33.54049980732511,Africa
2332,29.52693434286985,Africa
4017,18.67017939332447,Africa
5933,28.235610563809686,Africa
4107,34.16303961748527,NorthAmerica
3572,28.079868640700546,Africa
1887,-0.4794951467755171,NorthAmerica
2849,11.335296987803321,Africa
8823,41.52066987385388,Africa
3957,20.053112057153943,SouthAmerica
8690,37.33899913299208,NorthAmerica
7773,14.740660922305132,Africa
7062,39.25437711496279,Europa
3180,38.89249948391986,Europa
4614,36.7309933265165,Asia
9636,9.602880780863064,NorthAmerica
6211,-2.228948754136868,SouthAmerica
5536,28.055711804750665,Asia
1766,16.190024760748265,SouthAmerica
6556,18.79338610674222,Europa
7367,37.994281333230724,Australia
5286,16.133982710072647,SouthAmerica
3696,35.10679645757717,Africa
2118,20.479692103131548,SouthAmerica
8617,44.66346466157202,Europa
2679,20.221647651156857,Europa
6314,7.576433625836787,Asia
3172,7.981228397102123,Australia
6295,29.268306095963418,Europa
1436,20.242241699600815,Europa
8786,25.20872331411631,SouthAmerica
5483,-2.2019820680655346,NorthAmerica
2807,18.877307844488328,Africa
4785,12.053752132206064,Australia
4463,27.588987476236078,Asia
1650,-2.0605029106586303,Australia
9312,25.77370142227467,Australia
6714,-3.8242636280719786,Europa
6917,30.767515385735166,Africa
1322,38.23077323345615,Australia
7941,26.61568868884432,Australia
8553,2.5035459887936753,SouthAmerica
2316,16.289372671931524,Australia
5666,28.059853209740723,Europa
9907,0.43395107352117623,Africa
5744,39.18969777522716,SouthAmerica
1885,-3.23006582931445,Australia
7446,10.49158911344814,Australia
7016,27.167979103199386,Australia
1853,12.711623483897203,Australia
8081,21.843803571917825,Africa
7092,10.486622684415929,Europa
2192,17.666562480433754,NorthAmerica
9058,31.727050492685528,NorthAmerica
7547,26.63329528730854,SouthAmerica
2020,5.702276409733802,NorthAmerica
3596,38.317093073645054,Africa
1157,11.845215636137993,Asia
8854,38.38300949009234,Asia
6688,34.34799722511235,SouthAmerica
2256,-0.7666380348500326,Australia
3252,3.08159393011843,Asia
2743,5.0549703899473535,Australia
7734,34.919722116603104,Europa
2090,14.286365244869131,Europa
3766,16.765872043398076,Asia
6418,42.71837226180909,Asia
1836,31.020255605263664,Europa
6882,13.313615639910175,Africa
5123,25.56577878467176,Africa
4432,7.715467336740776,SouthAmerica
6860,29.29435639001428,SouthAmerica
9886,34.319454438453405,Australia
4582,35.87966363624301,Europa
3272,14.94003744518243,Europa
6888,31.19559817874029,SouthAmerica
2901,33.76407089731631,Asia
4523,0.5970960496426025,Asia
1263,31.240734122227956,Australia
8551,3.4049890676885557,Europa
5229,6.439008017588199,Europa
3664,43.35692722142989,SouthAmerica
2852,13.060204388189899,Europa
1613,21.208315310491066,Asia
8055,30.306104080222852,NorthAmerica
4996,27.194654151535595,SouthAmerica
6483,26.07299876175317,NorthAmerica
4302,17.301084063751514,Australia
6966,39.82758147702914,SouthAmerica
1103,31.450707852350156,Europa
7715,11.943802196653156,SouthAmerica
6451,-2.2787490512458275,Europa
1258,24.22698701294264,Europa
1666,40.84517264895204,NorthAmerica
9023,7.290590666530765,Asia
8230,41.5849477820067,NorthAmerica
9562,38.3099177412237,Asia
1934,18.291730579853397,Africa
2964,28.097777603748582,Asia
5996,16.553240424136348,Asia
6911,16.86871734650803,Australia
9091,7.942866764777788,Europa
2324,22.25285013149401,NorthAmerica
2984,28.059228644857832,Europa
9932,12.910077437101208,Australia
9653,14.702573466475641,Australia
8797,5.777285797970803,NorthAmerica
5641,18.281457030644816,Australia
2458,-3.2280299728150954,Australia
7682,40.26504492720396,Africa
1994,17.36372227522214,NorthAmerica
8865,24.218377362738895,Europa
3594,25.738363838545744,NorthAmerica
2699,19.400102349995322,Australia
2008,25.360452547851274,SouthAmerica
2609,25.216722029229636,Europa
9131,29.71827764523931,Australia
7823,-4.195488318311675,Europa
7464,26.05511510137661,Australia
4834,-0.9703172088298748,NorthAmerica
2634,11.99848739862636,Asia
9841,42.225551097387154,NorthAmerica
5248,17.42338452992414,SouthAmerica
9683,31.398117520866826,Australia
8957,42.57406602050838,Europa
5266,9.960355493163885,Australia
1367,4.124965967323961,Africa
7841,2.445043223151293,Asia
5835,25.78977593113905,Australia
2584,17.002777213053353,NorthAmerica
3287,19.725023006078985,Europa
6401,9.077007468678365,Africa
4981,10.505990148616094,NorthAmerica
4098,27.111229075678423,Europa
2075,9.616824554757507,SouthAmerica
3868,44.271994476774005,Asia
3283,44.87072097240103,Europa
9185,21.541894291873664,Australia
4306,21.547690727043932,SouthAmerica
1606,42.96480395186325,Africa
1630,-1.3717950274411264,NorthAmerica
7962,5.508838199786725,Africa
6410,37.82832258575224,Europa
9877,37.987647524226524,SouthAmerica
7958,4.048681613197445,Africa
2066,17.07475554764196,Africa
3768,20.047750300360455,Asia
4987,-4.8301070393967205,NorthAmerica
5757,41.24651323198775,Australia
9728,20.33080061213849,Africa
5551,26.41355875585968,Europa
7476,29.01081014600358,Africa
2941,38.89540718155834,Europa
5312,8.268531023911196,SouthAmerica
5305,13.260841499338703,Australia
5942,13.48040656502415,Europa
6039,31.17348280198936,Australia
7673,41.26342701649879,Europa
2568,44.53562409690124,Africa
6652,14.580424765936343,Europa
2122,26.15899531659326,SouthAmerica
1379,15.861855726977414,Australia
2878,7.868689907009696,Africa
1321,20.89626271405277,Asia
8596,40.209439436450964,Asia
5683,-3.71266722990521,Europa
7191,18.990296014485978,SouthAmerica
7207,28.492709821946598,Australia
5966,-3.2976488435767735,Asia
9093,3.6423948956828642,Australia
1291,24.872921371988877,Africa
9085,-2.7342001170994457,Asia
2033,33.137522149042304,Australia
5905,11.984501265033575,NorthAmerica
2222,29.21081602444778,NorthAmerica
4295,-3.63563620319461,Europa
1064,43.0101198208303,NorthAmerica
3942,25.42526553361573,SouthAmerica
8462,21.834577576764023,NorthAmerica
9327,37.64732396233949,Europa
1090,1.4557820274344255,NorthAmerica
4026,-3.9919914617341745,Africa
8860,3.657651018079344,Australia
3224,-2.9619282292372717,Australia
4375,12.129539938832234,SouthAmerica
5843,36.95353548924606,SouthAmerica
5741,8.0086335133894,Asia
1254,31.69937453673647,SouthAmerica
6166,25.43359550328455,SouthAmerica
9301,40.40731301682898,Asia
4249,12.416450686088012,Africa
3904,20.31403365891428,Asia
4403,29.33016061205913,Europa
5841,34.9383710367329,SouthAmerica
3422,3.7989443982607725,Australia
1352,40.12771511988583,Europa
5037,22.295075340548784,NorthAmerica
1183,25.631566539880446,SouthAmerica
6983,16.74699287772535,Asia
9626,20.41704700206358,Europa
3359,0.12045637978130763,Australia
8910,18.384580546883733,Australia
5617,3.496330105310607,Asia
8250,3.2318879022047717,Africa
1909,38.49862371350485,SouthAmerica
4140,0.1967090580651636,SouthAmerica
4080,37.89322573550419,Australia
5313,-3.7991417142553283,Asia
5058,7.109248182620968,Asia
7964,10.26744484112511,Asia
9027,13.858962698533254,SouthAmerica
2918,41.05519583686174,Asia
5673,4.999959930592222,SouthAmerica
1216,22.893063732079444,Australia
7149,0.01968722307558579,Africa
7418,20.544453917879096,Australia
1766,41.67878048617587,Australia
2186,0.8542284161140437,Africa
2707,13.771890767969502,NorthAmerica
4186,-0.38710136307775844,Australia
4344,44.106599074041604,Asia
6127,43.417222621664955,SouthAmerica
2823,16.802880702701234,Australia
9758,4.243953285611051,Australia
2462,35.40959627215767,Africa
9152,20.401035972168312,Africa
7297,22.614728318182486,Europa
7851,43.95586938431508,Asia
1216,32.929795037253164,Asia
5258,40.340969633821196,Europa
3712,-1.0715134647828317,NorthAmerica
8616,-1.8722804804574955,Europa
2857,13.046570388366877,Asia
8453,36.99976742052905,SouthAmerica
1203,23.404897152004132,Africa
5727,29.65176415384861,Europa
2558,12.448055393899264,NorthAmerica
7892,22.778961545548647,NorthAmerica
7727,-4.526676429372996,Australia
5742,42.810078095705286,Australia
9113,-2.561422740239684,Europa
4556,16.843873887790128,Europa
5751,27.300033540283337,Africa
7275,12.631498792825361,Europa
9787,2.574227786212867,NorthAmerica
6413,16.502045097832088,Asia
9656,-0.7224256672626064,Australia
5522,41.779481631247414,Asia
6503,38.22028404899561,Australia
8344,15.367451337059734,NorthAmerica
2321,3.7769067349178336,SouthAmerica
1900,21.506990489540684,Asia
6626,29.056565693715875,SouthAmerica
1706,29.79564813601055,Europa
8813,17.80490800065004,Europa
8446,23.718545647678738,Europa
1920,6.962834234693915,Asia
1994,-2.1172540823614483,Europa
7761,41.8354319045161,Africa
4945,38.070195894412066,Europa
3494,32.93887135349121,Africa
9440,1.9318805500239726,Europa
8958,7.690312544412958,NorthAmerica
6294,20.42698286048264,Asia
6543,43.33413266510555,SouthAmerica
3678,33.50500661439688,Asia
9961,-0.7432989291178043,Australia
3578,33.186790193844026,Asia
7547,42.0061438392988,NorthAmerica
3907,44.06152928567894,SouthAmerica
2430,9.702778812512513,Asia
5319,42.511585708332476,Europa
5842,36.77157142947785,Europa
9453,27.660909289828425,Africa
1464,11.094042513149969,Asia
2425,-4.183879787163915,Europa
4038,24.872816692662546,Australia
4856,30.664327134463846,Asia
7178,18.114984548466268,SouthAmerica
1844,5.718874611114625,NorthAmerica
1082,24.044098028487948,SouthAmerica
9457,17.685302362631145,Asia
9209,26.1416375498541,NorthAmerica
7200,35.23184327044246,Australia
8132,29.337726790865865,Australia
8966,28.01790933899666,Europa
3121,44.294841152604654,Europa
6325,1.6118190181401362,NorthAmerica
7732,-0.7824784103104507,SouthAmerica
4966,16.352585674164327,NorthAmerica
9858,12.153721762601354,NorthAmerica
3425,22.052218416791867,Asia
2823,4.707017947289598,NorthAmerica
8949,24.869423570641313,NorthAmerica
4827,34.69145198205769,Africa
8725,27.514817828948644,Asia
3965,35.57450669410031,Europa
1001,24.092943353109685,SouthAmerica
8395,9.473055786141826,NorthAmerica
4462,14.262337233395353,Asia
1243,27.01575721411796,Australia
7731,-0.7331620290516998,Australia
8051,17.539738110304082,SouthAmerica
9035,5.536129132032851,Australia
1390,25.32056719244866,Asia
3538,22.50001447881512,Africa
1170,2.818206642616082,Asia
8390,43.785021192905006,Asia
3436,19.9773526593645,Africa
2770,27.560556819832534,NorthAmerica
9787,22.343453833177282,NorthAmerica
